Category,thread_id,post_id,title,author,time,content,nesting_level,is_first_post,page_num,url
Jokes,1,1,A guy goes to...,FYI-ItsMe,17:08,"reply to this post rate flag A guy goes to... < FYI-ItsMe > 2025-04-28 17:08 ...church to confess. ""Forgive me father, I have sinned,"" says the man. ""I stole a car. And, as redemption, I’m willing to give this car to you."" The father says, ""That’s okay, kid. God will forgive you. But I wouldn’t want that car. You should give it back to the owner instead."" ""But the owner said he doesn’t want it,"" says the man. ""In that case,"" says the priest, ""You may keep that car."" The man thanks the father and leaves. Later in the evening, the man receives a phone call from the priest. ""You jerk! Did you steal my car?"" https://forums.craigslist.org/?ID=334633903",0,TRUE,1,https://forums.craigslist.org/?act=Q&ID=334633903
Jokes,2,2,Clever Words For Clever People,HaveYaHeard,16:52,"reply to this post rate flag Clever Words For Clever People < HaveYaHeard > 2025-04-28 16:52 1. ARBITRAITOR A cook that leaves Arby’s to work at McDonald’s 2. BERNADETTE The act of torching a mortgage 3. BURGLARIZE What a crook sees through 4. AVOIDABLE What a bullfighter tries to do 5. EYEDROPPER Clumsy ophthalmologist 6. CONTROL A short, ugly inmate 7. COUNTERFEITER Workers who put together kitchen cabinets 8. ECLIPSE What an English barber does for a living 9. LEFT BANK What the bank robbers did when their bag was full of money 10. HEROES What a man in a boat does 11. PARASITES What you see from the Eiffel Tower 12. PARADOX Two physicians 13. PHARMACIST A helper on a farm 14. POLARIZE What penguins see through 15. PRIMATE Remove your spouse from in front of TV 16. RELIEF What trees do in the spring 17. RUBBERNECK What you do to relax your wife 18. SELFISH What the owner of a seafood store does 19. SUDAFED Brought litigation against a government official 20. PARADIGMS Twenty cents https://forums.craigslist.org/?ID=334633730",0,TRUE,1,https://forums.craigslist.org/?act=Q&ID=334633730
Jokes,3,3,My friend and I were both born on 4/20.,HaveYaHeard,16:43,"reply to this post rate flag My friend and I were both born on 4/20. < HaveYaHeard > 2025-04-28 16:43 We're best buds, and every year, we throw a joint birthday party. https://forums.craigslist.org/?ID=334633652",0,TRUE,1,https://forums.craigslist.org/?act=Q&ID=334633652
Jokes,4,4,A old Soviet Jewish man applies for an exit visa,HaveYaHeard,16:42,"reply to this post rate flag A old Soviet Jewish man applies for an exit visa < HaveYaHeard > 2025-04-28 16:42 to leave the country so he can move to Israel. A week later, a couple of KGB agents show up to his door asking why he wants to leave. They ask him the following questions KGB: How is work? Everything ok? Man: Sure, I can't complain. KGB: How about daily life? Are you having any issues? Man: Nope, I can't complain KGB: What about your religion? Are you able to worship as you please? Man: I can't complain. KGB: Then why on earth do you want to move to Israel Man: Because over there, I CAN complain!! https://forums.craigslist.org/?ID=334633643",0,TRUE,1,https://forums.craigslist.org/?act=Q&ID=334633643
Jokes,5,5,Go on my son,HaveYaHeard,16:39,"reply to this post rate flag Go on my son < HaveYaHeard > 2025-04-28 16:39 A man went to church to confess his sins to a priest… He said, father I have sinned and I wish to confess. Go on my son, go on my son… About 2 weeks ago I was walking in the neighborhood and my neighbor said that her fridge was broken and asked if I could please come in and fix it. So I went inside and started fixing the fridge and it started to rain heavily. By the time the fridge was fixed, it was still raining, so she said you can’t go out in this rain! come have some tea and let’s talk. So we had tea and one thing led to another and… I fucked her! Go on my son, go on my son… Then last week I was in another neighborhood and a woman said her oven wasn’t working and if I could please help her fix it. So I went inside and started fixing the oven and it started to rain again. Once I fixed the oven it was still raining so she said you can’t go out in this rain come have some food with me. So we ate and one thing led to another and… I fucked her! Go on my son, go on my son… Just yesterday I was driving my car and it started to break down. Luckily, I was near a garage so I pulled in and the mechanic was an old friend from highschool! He started fixing my car and it started to rain again. Once he fixed my car the rain was still pouring down so he said come let’s have some vodka and reminisce on old memories. So we drank and got very drunk and one thing led to another and… I fucked him! Father what should I do? The priest said “Get the hell out of here before it starts to rain!” https://forums.craigslist.org/?ID=334633619",0,TRUE,1,https://forums.craigslist.org/?act=Q&ID=334633619
Jokes,6,6,I always get a ringing in my ears after dark.,GrizLeBare,16:35,reply to this post rate flag I always get a ringing in my ears after dark. < GrizLeBare > 2025-04-28 16:35 I think I may have tonightis. https://forums.craigslist.org/?ID=334633597,0,TRUE,1,https://forums.craigslist.org/?act=Q&ID=334633597
Jokes,7,7,My kid dropped my new I-phone 15 Pro Max....,CleanPhilWanted,16:03,reply to this post rate flag My kid dropped my new I-phone 15 Pro Max.... < CleanPhilWanted > 2025-04-28 16:03 which I just bought yesterday. The screen is cracked. I've decided to sell it. Below are the specs. LMK if interested. Still in working order. Limited memory. May have a virus. Speaks English. 10 years old. 3rd grade. ( Second Year ! ) White. Male. https://forums.craigslist.org/?ID=334633323,0,TRUE,1,https://forums.craigslist.org/?act=Q&ID=334633323
Jokes,7,8,I met my kids teacher on Saturday night..,CleanPhilWanted,16:09,"reply to this post rate flag I met my kids teacher on Saturday night.. < CleanPhilWanted > 2025-04-28 16:09 She was working her second job. Teachers are the most underpaid, unappriciated, yet most valuable people in the world. Anyway, I gave her $50 for a lap dance. I do what I can. https://forums.craigslist.org/?ID=334633355",1,FALSE,1,https://forums.craigslist.org/?act=Q&ID=334633355
Jokes,7,9,A cop pulled me over....,CleanPhilWanted,16:20,"reply to this post rate flag A cop pulled me over.... < CleanPhilWanted > 2025-04-28 16:20 He said, I'm giving you a ticket for driving alone in the carpool lane. I replied, you'r gonna feel pretty stupid when you look in the trunk. https://forums.craigslist.org/?ID=334633452",2,FALSE,1,https://forums.craigslist.org/?act=Q&ID=334633452
Jokes,7,10,"I'm interested. Has he been ""blessed"" by a",GrizLeBare,16:30,"reply to this post rate flag I'm interested. Has he been ""blessed"" by a < GrizLeBare > 2025-04-28 16:30 priest ? I want a virgin. https://forums.craigslist.org/?ID=334633548",1,FALSE,1,https://forums.craigslist.org/?act=Q&ID=334633548
